n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL
15,1,3300,330,0.9,0.033,16065	
15,1,3300,330,0.9,0.1,16063	
15,1,3300,330,0.9,0.33,16067	
8,1,100,100,0.01,0.001,111	
8,1,100,100,0.01,0.0033,111	
8,1,100,100,0.01,0.01,112	
8,1,100,100,0.01,0.033,111	
8,1,100,100,0.01,0.1,111	
8,1,100,100,0.01,0.33,111	
8,1,100,100,0.033,0.001,111	
8,1,100,100,0.033,0.0033,111	
8,1,100,100,0.033,0.01,111	
8,1,100,100,0.033,0.033,111	
8,1,100,100,0.033,0.1,111	
8,1,100,100,0.033,0.33,111	
8,1,100,100,0.1,0.001,110	
8,1,100,100,0.1,0.0033,111	
8,1,100,100,0.1,0.01,111	
8,1,100,100,0.1,0.033,111	
8,1,100,100,0.1,0.1,111	
8,1,100,100,0.1,0.33,111	
8,1,100,100,0.3,0.001,111	
8,1,100,100,0.3,0.0033,110	
8,1,100,100,0.3,0.01,111	
8,1,100,100,0.3,0.033,111	
8,1,100,100,0.3,0.1,111	
8,1,100,100,0.3,0.33,112	
8,1,100,100,0.9,0.001,111	
8,1,100,100,0.9,0.0033,111	
8,1,100,100,0.9,0.01,110	
8,1,100,100,0.9,0.033,110	
8,1,100,100,0.9,0.1,111	
8,1,100,100,0.9,0.33,110	
8,1,100,1000,0.01,0.001,112	
8,1,100,1000,0.01,0.0033,113	
8,1,100,1000,0.01,0.01,113	
8,1,100,1000,0.01,0.033,112	
8,1,100,1000,0.01,0.1,113	
8,1,100,1000,0.01,0.33,112	
8,1,100,1000,0.033,0.001,111	
8,1,100,1000,0.033,0.0033,112	
8,1,100,1000,0.033,0.01,112	
8,1,100,1000,0.033,0.033,112	
8,1,100,1000,0.033,0.1,112	
8,1,100,1000,0.033,0.33,112	
8,1,100,1000,0.1,0.001,110	
8,1,100,1000,0.1,0.0033,111	
8,1,100,1000,0.1,0.01,111	
8,1,100,1000,0.1,0.033,111	
8,1,100,1000,0.1,0.1,111	
8,1,100,1000,0.1,0.33,111	
8,1,100,1000,0.3,0.001,111	
8,1,100,1000,0.3,0.0033,112	
8,1,100,1000,0.3,0.01,111	
8,1,100,1000,0.3,0.033,111	
8,1,100,1000,0.3,0.1,111	
8,1,100,1000,0.3,0.33,111	
8,1,100,1000,0.9,0.001,111	
8,1,100,1000,0.9,0.0033,111	
8,1,100,1000,0.9,0.01,111	
8,1,100,1000,0.9,0.033,111	
8,1,100,1000,0.9,0.1,111	
8,1,100,1000,0.9,0.33,111	
8,1,100,33,0.01,0.001,111	
8,1,100,33,0.01,0.0033,111	
8,1,100,33,0.01,0.01,111	
8,1,100,33,0.01,0.033,111	
8,1,100,33,0.01,0.1,111	
8,1,100,33,0.01,0.33,110	
8,1,100,33,0.033,0.001,111	
8,1,100,33,0.033,0.0033,110	
8,1,100,33,0.033,0.01,111	
8,1,100,33,0.033,0.033,110	
8,1,100,33,0.033,0.1,111	
8,1,100,33,0.033,0.33,110	
8,1,100,33,0.1,0.001,110	
8,1,100,33,0.1,0.0033,111	
8,1,100,33,0.1,0.01,110	
8,1,100,33,0.1,0.033,110	
8,1,100,33,0.1,0.1,110	
8,1,100,33,0.1,0.33,110	
8,1,100,33,0.3,0.001,110	
8,1,100,33,0.3,0.0033,111	
8,1,100,33,0.3,0.01,110	
8,1,100,33,0.3,0.033,111	
8,1,100,33,0.3,0.1,110	
8,1,100,33,0.3,0.33,110	
8,1,100,33,0.9,0.001,110	
8,1,100,33,0.9,0.0033,110	
8,1,100,33,0.9,0.01,111	
8,1,100,33,0.9,0.033,110	
8,1,100,33,0.9,0.1,111	
8,1,100,33,0.9,0.33,111	
8,1,100,330,0.01,0.001,112	
8,1,100,330,0.01,0.0033,112	
8,1,100,330,0.01,0.01,112	
8,1,100,330,0.01,0.033,113	
8,1,100,330,0.01,0.1,112	
8,1,100,330,0.01,0.33,112	
8,1,100,330,0.033,0.001,111	
8,1,100,330,0.033,0.0033,111	
8,1,100,330,0.033,0.01,111	
8,1,100,330,0.033,0.033,111	
8,1,100,330,0.033,0.1,111	
8,1,100,330,0.033,0.33,111	
8,1,100,330,0.1,0.001,111	
8,1,100,330,0.1,0.0033,112	
8,1,100,330,0.1,0.01,110	
8,1,100,330,0.1,0.033,112	
8,1,100,330,0.1,0.1,111	
8,1,100,330,0.1,0.33,111	
8,1,100,330,0.3,0.001,111	
8,1,100,330,0.3,0.0033,110	
8,1,100,330,0.3,0.01,111	
8,1,100,330,0.3,0.033,111	
8,1,100,330,0.3,0.1,111	
8,1,100,330,0.3,0.33,111	
8,1,100,330,0.9,0.001,111	
8,1,100,330,0.9,0.0033,111	
8,1,100,330,0.9,0.01,111	
8,1,100,330,0.9,0.033,111	
8,1,100,330,0.9,0.1,112	
8,1,100,330,0.9,0.33,111	
8,1,1000,100,0.01,0.001,112	
8,1,1000,100,0.01,0.0033,112	
8,1,1000,100,0.01,0.01,112	
8,1,1000,100,0.01,0.033,111	
8,1,1000,100,0.01,0.1,112	
8,1,1000,100,0.01,0.33,111	
8,1,1000,100,0.033,0.001,111	
8,1,1000,100,0.033,0.0033,111	
8,1,1000,100,0.033,0.01,111	
8,1,1000,100,0.033,0.033,112	
8,1,1000,100,0.033,0.1,111	
8,1,1000,100,0.033,0.33,112	
8,1,1000,100,0.1,0.001,111	
8,1,1000,100,0.1,0.0033,111	
8,1,1000,100,0.1,0.01,111	
8,1,1000,100,0.1,0.033,111	
8,1,1000,100,0.1,0.1,112	
8,1,1000,100,0.1,0.33,112	
8,1,1000,100,0.3,0.001,112	
8,1,1000,100,0.3,0.0033,111	
8,1,1000,100,0.3,0.01,112	
8,1,1000,100,0.3,0.033,111	
8,1,1000,100,0.3,0.1,111	
8,1,1000,100,0.3,0.33,111	
8,1,1000,100,0.9,0.001,111	
8,1,1000,100,0.9,0.0033,112	
8,1,1000,100,0.9,0.01,111	
8,1,1000,100,0.9,0.033,111	
8,1,1000,100,0.9,0.1,111	
8,1,1000,100,0.9,0.33,111	
8,1,1000,1000,0.01,0.001,112	
8,1,1000,1000,0.01,0.0033,112	
8,1,1000,1000,0.01,0.01,112	
8,1,1000,1000,0.01,0.033,112	
8,1,1000,1000,0.01,0.1,112	
8,1,1000,1000,0.01,0.33,112	
8,1,1000,1000,0.033,0.001,112	
8,1,1000,1000,0.033,0.0033,112	
8,1,1000,1000,0.033,0.01,112	
8,1,1000,1000,0.033,0.033,112	
8,1,1000,1000,0.033,0.1,112	
8,1,1000,1000,0.033,0.33,112	
8,1,1000,1000,0.1,0.001,112	
8,1,1000,1000,0.1,0.0033,112	
8,1,1000,1000,0.1,0.01,112	
8,1,1000,1000,0.1,0.033,111	
8,1,1000,1000,0.1,0.1,112	
8,1,1000,1000,0.1,0.33,112	
8,1,1000,1000,0.3,0.001,112	
8,1,1000,1000,0.3,0.0033,112	
8,1,1000,1000,0.3,0.01,111	
8,1,1000,1000,0.3,0.033,112	
8,1,1000,1000,0.3,0.1,112	
8,1,1000,1000,0.3,0.33,112	
8,1,1000,1000,0.9,0.001,112	
8,1,1000,1000,0.9,0.0033,112	
8,1,1000,1000,0.9,0.01,112	
8,1,1000,1000,0.9,0.033,112	
8,1,1000,1000,0.9,0.1,112	
8,1,1000,1000,0.9,0.33,112	
8,1,1000,33,0.01,0.001,111	
8,1,1000,33,0.01,0.0033,111	
8,1,1000,33,0.01,0.01,111	
8,1,1000,33,0.01,0.033,112	
8,1,1000,33,0.01,0.1,111	
8,1,1000,33,0.01,0.33,111	
8,1,1000,33,0.033,0.001,111	
8,1,1000,33,0.033,0.0033,111	
8,1,1000,33,0.033,0.01,111	
8,1,1000,33,0.033,0.033,111	
8,1,1000,33,0.033,0.1,111	
8,1,1000,33,0.033,0.33,111	
8,1,1000,33,0.1,0.001,111	
8,1,1000,33,0.1,0.0033,111	
8,1,1000,33,0.1,0.01,111	
8,1,1000,33,0.1,0.033,111	
8,1,1000,33,0.1,0.1,111	
8,1,1000,33,0.1,0.33,112	
8,1,1000,33,0.3,0.001,111	
8,1,1000,33,0.3,0.0033,111	
8,1,1000,33,0.3,0.01,111	
8,1,1000,33,0.3,0.033,111	
8,1,1000,33,0.3,0.1,111	
8,1,1000,33,0.3,0.33,112	
8,1,1000,33,0.9,0.001,111	
8,1,1000,33,0.9,0.0033,111	
8,1,1000,33,0.9,0.01,111	
8,1,1000,33,0.9,0.033,111	
8,1,1000,33,0.9,0.1,111	
8,1,1000,33,0.9,0.33,111	
8,1,1000,330,0.01,0.001,112	
8,1,1000,330,0.01,0.0033,112	
8,1,1000,330,0.01,0.01,112	
8,1,1000,330,0.01,0.033,112	
8,1,1000,330,0.01,0.1,112	
8,1,1000,330,0.01,0.33,112	
8,1,1000,330,0.033,0.001,111	
8,1,1000,330,0.033,0.0033,112	
8,1,1000,330,0.033,0.01,112	
8,1,1000,330,0.033,0.033,112	
8,1,1000,330,0.033,0.1,112	
8,1,1000,330,0.033,0.33,112	
8,1,1000,330,0.1,0.001,111	
8,1,1000,330,0.1,0.0033,112	
8,1,1000,330,0.1,0.01,112	
8,1,1000,330,0.1,0.033,111	
8,1,1000,330,0.1,0.1,111	
8,1,1000,330,0.1,0.33,112	
8,1,1000,330,0.3,0.001,111	
8,1,1000,330,0.3,0.0033,112	
8,1,1000,330,0.3,0.01,111	
8,1,1000,330,0.3,0.033,111	
8,1,1000,330,0.3,0.1,112	
8,1,1000,330,0.3,0.33,111	
8,1,1000,330,0.9,0.001,111	
8,1,1000,330,0.9,0.0033,111	
8,1,1000,330,0.9,0.01,112	
8,1,1000,330,0.9,0.033,112	
8,1,1000,330,0.9,0.1,111	
8,1,1000,330,0.9,0.33,112	
8,1,10000,100,0.01,0.001,112	
8,1,10000,100,0.01,0.0033,112	
8,1,10000,100,0.01,0.01,112	
8,1,10000,100,0.01,0.033,112	
8,1,10000,100,0.01,0.1,112	
8,1,10000,100,0.01,0.33,112	
8,1,10000,100,0.033,0.001,111	
8,1,10000,100,0.033,0.0033,112	
8,1,10000,100,0.033,0.01,112	
8,1,10000,100,0.033,0.033,112	
8,1,10000,100,0.033,0.1,111	
8,1,10000,100,0.033,0.33,112	
8,1,10000,100,0.1,0.001,112	
8,1,10000,100,0.1,0.0033,112	
8,1,10000,100,0.1,0.01,112	
8,1,10000,100,0.1,0.033,112	
8,1,10000,100,0.1,0.1,112	
8,1,10000,100,0.1,0.33,112	
8,1,10000,100,0.3,0.001,112	
8,1,10000,100,0.3,0.0033,111	
8,1,10000,100,0.3,0.01,111	
8,1,10000,100,0.3,0.033,112	
8,1,10000,100,0.3,0.1,112	
8,1,10000,100,0.3,0.33,112	
8,1,10000,100,0.9,0.001,112	
8,1,10000,100,0.9,0.0033,112	
8,1,10000,100,0.9,0.01,112	
8,1,10000,100,0.9,0.033,112	
8,1,10000,100,0.9,0.1,111	
8,1,10000,100,0.9,0.33,112	
Binary file 8,1,10000,1000,0.01,0.001.txt matches
8,1,10000,1000,0.01,0.0033,112	
8,1,10000,1000,0.01,0.01,112	
8,1,10000,1000,0.01,0.033,112	
8,1,10000,1000,0.01,0.1,112	
8,1,10000,1000,0.01,0.33,112	
8,1,10000,1000,0.033,0.001,112	
8,1,10000,1000,0.033,0.0033,112	
8,1,10000,1000,0.033,0.01,112	
8,1,10000,1000,0.033,0.033,112	
8,1,10000,1000,0.033,0.1,112	
8,1,10000,1000,0.033,0.33,112	
8,1,10000,1000,0.1,0.001,112	
8,1,10000,1000,0.1,0.0033,112	
8,1,10000,1000,0.1,0.01,112	
8,1,10000,1000,0.1,0.033,112	
8,1,10000,1000,0.1,0.1,112	
8,1,10000,1000,0.1,0.33,112	
8,1,10000,1000,0.3,0.001,112	
8,1,10000,1000,0.3,0.0033,112	
8,1,10000,1000,0.3,0.01,112	
8,1,10000,1000,0.3,0.033,112	
8,1,10000,1000,0.3,0.1,112	
8,1,10000,1000,0.3,0.33,112	
8,1,10000,1000,0.9,0.001,112	
8,1,10000,1000,0.9,0.0033,112	
8,1,10000,1000,0.9,0.01,112	
8,1,10000,1000,0.9,0.033,112	
8,1,10000,1000,0.9,0.1,112	
8,1,10000,1000,0.9,0.33,112	
8,1,10000,33,0.01,0.001,112	
8,1,10000,33,0.01,0.0033,111	
8,1,10000,33,0.01,0.01,111	
8,1,10000,33,0.01,0.033,112	
8,1,10000,33,0.01,0.1,112	
8,1,10000,33,0.01,0.33,112	
8,1,10000,33,0.033,0.001,112	
8,1,10000,33,0.033,0.0033,112	
8,1,10000,33,0.033,0.01,112	
8,1,10000,33,0.033,0.033,112	
8,1,10000,33,0.033,0.1,112	
8,1,10000,33,0.033,0.33,111	
8,1,10000,33,0.1,0.001,112	
8,1,10000,33,0.1,0.0033,111	
8,1,10000,33,0.1,0.01,111	
8,1,10000,33,0.1,0.033,111	
8,1,10000,33,0.1,0.1,111	
8,1,10000,33,0.1,0.33,111	
8,1,10000,33,0.3,0.001,112	
8,1,10000,33,0.3,0.0033,111	
8,1,10000,33,0.3,0.01,112	
8,1,10000,33,0.3,0.033,111	
8,1,10000,33,0.3,0.1,111	
8,1,10000,33,0.3,0.33,112	
8,1,10000,33,0.9,0.001,112	
8,1,10000,33,0.9,0.0033,112	
8,1,10000,33,0.9,0.01,111	
8,1,10000,33,0.9,0.033,112	
8,1,10000,33,0.9,0.1,112	
8,1,10000,33,0.9,0.33,111	
8,1,10000,330,0.01,0.001,113	
8,1,10000,330,0.01,0.0033,112	
8,1,10000,330,0.01,0.01,112	
8,1,10000,330,0.01,0.033,112	
8,1,10000,330,0.01,0.1,112	
8,1,10000,330,0.01,0.33,112	
8,1,10000,330,0.033,0.001,112	
8,1,10000,330,0.033,0.0033,112	
8,1,10000,330,0.033,0.01,112	
8,1,10000,330,0.033,0.033,112	
8,1,10000,330,0.033,0.1,112	
8,1,10000,330,0.033,0.33,112	
8,1,10000,330,0.1,0.001,112	
8,1,10000,330,0.1,0.0033,112	
8,1,10000,330,0.1,0.01,112	
8,1,10000,330,0.1,0.033,112	
8,1,10000,330,0.1,0.1,112	
8,1,10000,330,0.1,0.33,112	
8,1,10000,330,0.3,0.001,112	
8,1,10000,330,0.3,0.0033,112	
8,1,10000,330,0.3,0.01,112	
8,1,10000,330,0.3,0.033,112	
8,1,10000,330,0.3,0.1,112	
8,1,10000,330,0.3,0.33,112	
8,1,10000,330,0.9,0.001,112	
8,1,10000,330,0.9,0.0033,112	
8,1,10000,330,0.9,0.01,112	
8,1,10000,330,0.9,0.033,112	
8,1,10000,330,0.9,0.1,112	
8,1,10000,330,0.9,0.33,112	
8,1,330,100,0.01,0.001,112	
8,1,330,100,0.01,0.0033,112	
8,1,330,100,0.01,0.01,111	
8,1,330,100,0.01,0.033,112	
8,1,330,100,0.01,0.1,112	
8,1,330,100,0.01,0.33,111	
8,1,330,100,0.033,0.001,111	
8,1,330,100,0.033,0.0033,112	
8,1,330,100,0.033,0.01,111	
8,1,330,100,0.033,0.033,111	
8,1,330,100,0.033,0.1,111	
8,1,330,100,0.033,0.33,112	
8,1,330,100,0.1,0.001,111	
8,1,330,100,0.1,0.0033,111	
8,1,330,100,0.1,0.01,111	
8,1,330,100,0.1,0.033,111	
8,1,330,100,0.1,0.1,111	
8,1,330,100,0.1,0.33,111	
8,1,330,100,0.3,0.001,111	
8,1,330,100,0.3,0.0033,111	
8,1,330,100,0.3,0.01,111	
8,1,330,100,0.3,0.033,111	
8,1,330,100,0.3,0.1,112	
8,1,330,100,0.3,0.33,111	
8,1,330,100,0.9,0.001,111	
8,1,330,100,0.9,0.0033,112	
8,1,330,100,0.9,0.01,111	
8,1,330,100,0.9,0.033,112	
8,1,330,100,0.9,0.1,111	
8,1,330,100,0.9,0.33,111	
8,1,330,1000,0.01,0.001,112	
8,1,330,1000,0.01,0.0033,112	
8,1,330,1000,0.01,0.01,113	
8,1,330,1000,0.01,0.033,113	
8,1,330,1000,0.01,0.1,112	
8,1,330,1000,0.01,0.33,112	
8,1,330,1000,0.033,0.001,112	
8,1,330,1000,0.033,0.0033,112	
8,1,330,1000,0.033,0.01,112	
8,1,330,1000,0.033,0.033,112	
8,1,330,1000,0.033,0.1,112	
8,1,330,1000,0.033,0.33,111	
8,1,330,1000,0.1,0.001,111	
8,1,330,1000,0.1,0.0033,111	
8,1,330,1000,0.1,0.01,111	
8,1,330,1000,0.1,0.033,111	
8,1,330,1000,0.1,0.1,111	
8,1,330,1000,0.1,0.33,112	
8,1,330,1000,0.3,0.001,111	
8,1,330,1000,0.3,0.0033,111	
8,1,330,1000,0.3,0.01,112	
8,1,330,1000,0.3,0.033,111	
8,1,330,1000,0.3,0.1,112	
8,1,330,1000,0.3,0.33,111	
8,1,330,1000,0.9,0.001,111	
8,1,330,1000,0.9,0.0033,112	
8,1,330,1000,0.9,0.01,112	
8,1,330,1000,0.9,0.033,111	
8,1,330,1000,0.9,0.1,111	
8,1,330,1000,0.9,0.33,112	
8,1,330,33,0.01,0.001,111	
8,1,330,33,0.01,0.0033,111	
8,1,330,33,0.01,0.01,111	
8,1,330,33,0.01,0.033,111	
8,1,330,33,0.01,0.1,111	
8,1,330,33,0.01,0.33,111	
8,1,330,33,0.033,0.001,110	
8,1,330,33,0.033,0.0033,111	
8,1,330,33,0.033,0.01,111	
8,1,330,33,0.033,0.033,111	
8,1,330,33,0.033,0.1,111	
8,1,330,33,0.033,0.33,111	
8,1,330,33,0.1,0.001,110	
8,1,330,33,0.1,0.0033,111	
8,1,330,33,0.1,0.01,111	
8,1,330,33,0.1,0.033,111	
8,1,330,33,0.1,0.1,111	
8,1,330,33,0.1,0.33,111	
8,1,330,33,0.3,0.001,110	
8,1,330,33,0.3,0.0033,111	
8,1,330,33,0.3,0.01,111	
8,1,330,33,0.3,0.033,111	
8,1,330,33,0.3,0.1,111	
8,1,330,33,0.3,0.33,111	
8,1,330,33,0.9,0.001,111	
8,1,330,33,0.9,0.0033,111	
8,1,330,33,0.9,0.01,111	
8,1,330,33,0.9,0.033,110	
8,1,330,33,0.9,0.1,111	
8,1,330,33,0.9,0.33,110	
8,1,330,330,0.01,0.001,111	
8,1,330,330,0.01,0.0033,112	
8,1,330,330,0.01,0.01,111	
8,1,330,330,0.01,0.033,112	
8,1,330,330,0.01,0.1,112	
8,1,330,330,0.01,0.33,111	
8,1,330,330,0.033,0.001,112	
8,1,330,330,0.033,0.0033,111	
8,1,330,330,0.033,0.01,112	
8,1,330,330,0.033,0.033,111	
8,1,330,330,0.033,0.1,111	
8,1,330,330,0.033,0.33,112	
8,1,330,330,0.1,0.001,111	
8,1,330,330,0.1,0.0033,111	
8,1,330,330,0.1,0.01,112	
8,1,330,330,0.1,0.033,111	
8,1,330,330,0.1,0.1,111	
8,1,330,330,0.1,0.33,112	
8,1,330,330,0.3,0.001,112	
8,1,330,330,0.3,0.0033,112	
8,1,330,330,0.3,0.01,111	
8,1,330,330,0.3,0.033,112	
8,1,330,330,0.3,0.1,111	
8,1,330,330,0.3,0.33,111	
8,1,330,330,0.9,0.001,111	
8,1,330,330,0.9,0.0033,111	
8,1,330,330,0.9,0.01,111	
8,1,330,330,0.9,0.033,111	
8,1,330,330,0.9,0.1,112	
8,1,330,330,0.9,0.33,111	
8,1,3300,100,0.01,0.001,112	
8,1,3300,100,0.01,0.0033,112	
8,1,3300,100,0.01,0.01,112	
8,1,3300,100,0.01,0.033,111	
8,1,3300,100,0.01,0.1,112	
8,1,3300,100,0.01,0.33,112	
8,1,3300,100,0.033,0.001,112	
8,1,3300,100,0.033,0.0033,111	
8,1,3300,100,0.033,0.01,111	
8,1,3300,100,0.033,0.033,112	
8,1,3300,100,0.033,0.1,112	
8,1,3300,100,0.033,0.33,112	
8,1,3300,100,0.1,0.001,111	
8,1,3300,100,0.1,0.0033,112	
8,1,3300,100,0.1,0.01,112	
8,1,3300,100,0.1,0.033,111	
8,1,3300,100,0.1,0.1,111	
8,1,3300,100,0.1,0.33,111	
8,1,3300,100,0.3,0.001,112	
8,1,3300,100,0.3,0.0033,111	
8,1,3300,100,0.3,0.01,112	
8,1,3300,100,0.3,0.033,112	
8,1,3300,100,0.3,0.1,112	
8,1,3300,100,0.3,0.33,112	
8,1,3300,100,0.9,0.001,112	
8,1,3300,100,0.9,0.0033,111	
8,1,3300,100,0.9,0.01,111	
8,1,3300,100,0.9,0.033,112	
8,1,3300,100,0.9,0.1,111	
8,1,3300,100,0.9,0.33,111	
8,1,3300,1000,0.01,0.001,112	
8,1,3300,1000,0.01,0.0033,112	
8,1,3300,1000,0.01,0.01,113	
8,1,3300,1000,0.01,0.033,112	
8,1,3300,1000,0.01,0.1,112	
8,1,3300,1000,0.01,0.33,113	
8,1,3300,1000,0.033,0.001,112	
8,1,3300,1000,0.033,0.0033,112	
8,1,3300,1000,0.033,0.01,112	
8,1,3300,1000,0.033,0.033,112	
8,1,3300,1000,0.033,0.1,112	
8,1,3300,1000,0.033,0.33,112	
8,1,3300,1000,0.1,0.001,112	
8,1,3300,1000,0.1,0.0033,112	
8,1,3300,1000,0.1,0.01,112	
8,1,3300,1000,0.1,0.033,112	
8,1,3300,1000,0.1,0.1,112	
8,1,3300,1000,0.1,0.33,112	
8,1,3300,1000,0.3,0.001,112	
8,1,3300,1000,0.3,0.0033,112	
8,1,3300,1000,0.3,0.01,112	
8,1,3300,1000,0.3,0.033,112	
8,1,3300,1000,0.3,0.1,112	
8,1,3300,1000,0.3,0.33,112	
8,1,3300,1000,0.9,0.001,112	
8,1,3300,1000,0.9,0.0033,112	
8,1,3300,1000,0.9,0.01,112	
8,1,3300,1000,0.9,0.033,112	
8,1,3300,1000,0.9,0.1,113	
8,1,3300,1000,0.9,0.33,112	
8,1,3300,33,0.01,0.001,112	
8,1,3300,33,0.01,0.0033,111	
8,1,3300,33,0.01,0.01,112	
8,1,3300,33,0.01,0.033,111	
8,1,3300,33,0.01,0.1,111	
8,1,3300,33,0.01,0.33,111	
8,1,3300,33,0.033,0.001,111	
8,1,3300,33,0.033,0.0033,111	
8,1,3300,33,0.033,0.01,111	
8,1,3300,33,0.033,0.033,111	
8,1,3300,33,0.033,0.1,111	
8,1,3300,33,0.033,0.33,111	
8,1,3300,33,0.1,0.001,111	
8,1,3300,33,0.1,0.0033,112	
8,1,3300,33,0.1,0.01,111	
8,1,3300,33,0.1,0.033,111	
8,1,3300,33,0.1,0.1,112	
8,1,3300,33,0.1,0.33,111	
8,1,3300,33,0.3,0.001,111	
8,1,3300,33,0.3,0.0033,112	
8,1,3300,33,0.3,0.01,111	
8,1,3300,33,0.3,0.033,111	
8,1,3300,33,0.3,0.1,111	
8,1,3300,33,0.3,0.33,111	
8,1,3300,33,0.9,0.001,111	
8,1,3300,33,0.9,0.0033,111	
8,1,3300,33,0.9,0.01,111	
8,1,3300,33,0.9,0.033,111	
8,1,3300,33,0.9,0.1,111	
8,1,3300,33,0.9,0.33,111	
8,1,3300,330,0.01,0.001,112	
8,1,3300,330,0.01,0.0033,112	
8,1,3300,330,0.01,0.01,112	
8,1,3300,330,0.01,0.033,113	
8,1,3300,330,0.01,0.1,112	
8,1,3300,330,0.01,0.33,114	
8,1,3300,330,0.033,0.001,112	
8,1,3300,330,0.033,0.0033,112	
8,1,3300,330,0.033,0.01,112	
8,1,3300,330,0.033,0.033,112	
8,1,3300,330,0.033,0.1,112	
8,1,3300,330,0.033,0.33,112	
8,1,3300,330,0.1,0.001,112	
8,1,3300,330,0.1,0.0033,112	
8,1,3300,330,0.1,0.01,112	
8,1,3300,330,0.1,0.033,112	
8,1,3300,330,0.1,0.1,112	
8,1,3300,330,0.1,0.33,112	
8,1,3300,330,0.3,0.001,112	
8,1,3300,330,0.3,0.0033,112	
8,1,3300,330,0.3,0.01,112	
8,1,3300,330,0.3,0.033,112	
8,1,3300,330,0.3,0.1,112	
8,1,3300,330,0.3,0.33,112	
8,1,3300,330,0.9,0.001,112	
8,1,3300,330,0.9,0.0033,111	
8,1,3300,330,0.9,0.01,112	
8,1,3300,330,0.9,0.033,112	
8,1,3300,330,0.9,0.1,112	
8,1,3300,330,0.9,0.33,112	
8,1,33000,100,0.01,0.001,112	
8,1,33000,100,0.01,0.0033,112	
8,1,33000,100,0.01,0.01,112	
8,1,33000,100,0.01,0.033,113	
8,1,33000,100,0.01,0.1,112	
8,1,33000,100,0.01,0.33,112	
8,1,33000,100,0.033,0.001,112	
8,1,33000,100,0.033,0.0033,112	
8,1,33000,100,0.033,0.01,112	
8,1,33000,100,0.033,0.033,112	
8,1,33000,100,0.033,0.1,112	
8,1,33000,100,0.033,0.33,112	
8,1,33000,100,0.1,0.001,112	
8,1,33000,100,0.1,0.0033,112	
8,1,33000,100,0.1,0.01,112	
8,1,33000,100,0.1,0.033,112	
8,1,33000,100,0.1,0.1,112	
8,1,33000,100,0.1,0.33,112	
8,1,33000,100,0.3,0.001,112	
8,1,33000,100,0.3,0.0033,112	
8,1,33000,100,0.3,0.01,112	
8,1,33000,100,0.3,0.033,113	
8,1,33000,100,0.3,0.1,112	
8,1,33000,100,0.3,0.33,112	
8,1,33000,100,0.9,0.001,112	
8,1,33000,100,0.9,0.0033,112	
8,1,33000,100,0.9,0.01,112	
8,1,33000,100,0.9,0.033,112	
8,1,33000,100,0.9,0.1,112	
8,1,33000,100,0.9,0.33,112	
8,1,33000,1000,0.01,0.001,112	
8,1,33000,1000,0.01,0.0033,112	
8,1,33000,1000,0.01,0.01,114	
8,1,33000,1000,0.01,0.033,113	
8,1,33000,1000,0.01,0.1,112	
8,1,33000,1000,0.01,0.33,112	
8,1,33000,1000,0.033,0.001,112	
8,1,33000,1000,0.033,0.0033,112	
8,1,33000,1000,0.033,0.01,112	
8,1,33000,1000,0.033,0.033,112	
8,1,33000,1000,0.033,0.1,112	
8,1,33000,1000,0.033,0.33,112	
8,1,33000,1000,0.1,0.001,112	
8,1,33000,1000,0.1,0.0033,112	
8,1,33000,1000,0.1,0.01,112	
8,1,33000,1000,0.1,0.033,112	
8,1,33000,1000,0.1,0.1,113	
8,1,33000,1000,0.1,0.33,113	
8,1,33000,1000,0.3,0.001,112	
8,1,33000,1000,0.3,0.0033,112	
8,1,33000,1000,0.3,0.01,112	
8,1,33000,1000,0.3,0.033,112	
8,1,33000,1000,0.3,0.1,112	
8,1,33000,1000,0.3,0.33,112	
8,1,33000,1000,0.9,0.001,113	
8,1,33000,1000,0.9,0.0033,112	
8,1,33000,1000,0.9,0.01,112	
8,1,33000,1000,0.9,0.033,112	
8,1,33000,1000,0.9,0.1,112	
8,1,33000,1000,0.9,0.33,112	
8,1,33000,33,0.01,0.001,111	
8,1,33000,33,0.01,0.0033,112	
8,1,33000,33,0.01,0.01,112	
8,1,33000,33,0.01,0.033,112	
8,1,33000,33,0.01,0.1,112	
8,1,33000,33,0.01,0.33,112	
8,1,33000,33,0.033,0.001,112	
8,1,33000,33,0.033,0.0033,112	
8,1,33000,33,0.033,0.01,112	
8,1,33000,33,0.033,0.033,112	
8,1,33000,33,0.033,0.1,112	
8,1,33000,33,0.033,0.33,112	
8,1,33000,33,0.1,0.001,112	
8,1,33000,33,0.1,0.0033,112	
8,1,33000,33,0.1,0.01,112	
8,1,33000,33,0.1,0.033,112	
8,1,33000,33,0.1,0.1,112	
8,1,33000,33,0.1,0.33,111	
8,1,33000,33,0.3,0.001,112	
8,1,33000,33,0.3,0.0033,111	
8,1,33000,33,0.3,0.01,112	
8,1,33000,33,0.3,0.033,112	
8,1,33000,33,0.3,0.1,112	
8,1,33000,33,0.3,0.33,112	
8,1,33000,33,0.9,0.001,112	
8,1,33000,33,0.9,0.0033,112	
8,1,33000,33,0.9,0.01,112	
8,1,33000,33,0.9,0.033,112	
8,1,33000,33,0.9,0.1,112	
8,1,33000,33,0.9,0.33,112	
8,1,33000,330,0.01,0.001,112	
8,1,33000,330,0.01,0.0033,112	
